ns1:org_name_short,ns1:inn
"ООО ""КОРЕНОВСК-ТВ""",2373003463
"ООО ""ИНФО""",1831108943
"ООО ""РЕГИОН 35. РУ""",3525106972
"ООО ""ВЕСТА""",7106058532
"ООО ""РАДИО ЮНИТОН""",5405169445
"ООО ""ОМС""",6950064839
"АО ""ТЕЛЕКОМПАНИЯ АКТИС""",3801007290
"ООО""СКИТ""",6611001464
"ООО ""ТРК ""ДИКСИ""",5920014317
"МБУ ""СУН""",5032382369
"МКУ Г.БУЗУЛУКА ""СТВ ""БУЗУЛУК""",5603050480
"ООО ТРК ""СКАТ""",6316202572
"ООО "" ТЕЛЕРАДИОКОМПАНИЯ "" ОКТАВА""",4629032519
"ООО ""ОТКРЫТЫЕ МЕДИАСИСТЕМЫ""",6901042247
"ООО ""АВТО-РАДИО""",2927004880
"ООО ""ГРАНД""",3620012724
"ООО ""РАДИО ПЛЮС""",6730028698
"ООО ""ОРИОН ЮГ""",2341012754
"ООО ""МЕДИА-ПАРТНЕР""",6501153834
"ООО ""ЛЮКС-ТВ""",7606024852
"ООО ""РУСМЕДИА""",1661011620
"ООО ""БОЛЬШОЕ РАДИО""",7706549028
"МАУ ""ТАГИЛ-ТВ""",6668013168
"ООО ""ГОРОДСКОЕ РЕКЛАМНОЕ АГЕНСТВО""",8603044490
"ООО ""РЕГИОН-МЕДИА""",3528053920
"ООО ""АЛЕКО""",2538090291
"ООО ""ИНТЕРКОМ""",5921022286
"ЗАО ""РАДИО СИБИРЬ - БАЙКАЛ""",0323350080
"МАУ ""РЕДАКЦИЯ ГАЗЕТЫ ""БОГОРОДСКАЯ ГАЗЕТА""",5245006538
"ООО ""РАДИОСТАРТ""",5191324676
"ООО ""ПАРИТЕТ - Л""",3328408124
"ООО ""УЛЬТРАМАРИН""",5022088840
"АО ""ЛОТ""",4705011714
"ООО ""СЕТИ-ИНФО""",5229008961
"ООО ""РИА ""РИКОНА""",5045026985
"ООО ""ЭЛКОМ""",1657050320
"ООО ""ЭФИР""",1656002437
"МБУ ""РТП ""РАДУГА""",5034063960
"ООО ""МЕДИА ЛАЙН""",0326514153
"ООО ""ВЕРНЫЕ РЕШЕНИЯ""",4704086450
"ООО ""ПОЗИТИВ""",6654011900
"ООО ""РАДИО МСМ УЛАН-УДЭ""",0323373962
"ООО ""МЕДИА-ХОЛДИНГ ""СЛОВО""",5503235640
"ООО ""СВК""",8901000025
"ООО ""КВК""",4632121007
"ЗАО "" РАДИОКОМПАНИЯ "" КУЛЬТУРА """,7825407720
"ООО ""РАДИО ЗАЩИТА""",1650057782
"ООО ""НИТТИС МЕДИА""",5107911485
"МКУ ""КИРОВ - ТВ""",4000013991
"ООО ""КАМЫШИН МЕДИА ТВ""",3453000741
"ООО ""САРАНСКМЕДИА""",1326200102
"ЗАО ""РАДИО РЕКОРД""",7805033690
"ООО  ФИРМА ""999""",7104083011
"ООО ""АЛСЕТ""",7024014855
"МАУ ""ИСТОКИ""",5235009554
"ООО ""РРВК ДУБНА""",5010028251
"ООО ""РАДИОВОЛНА""",5921030343
"ООО ""РУССКИЙ ПРОЕКТ""",3123410468
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ГОРОД""",4025077186
"ООО ""ОБНИНСК ФМ""",4025422347
"ООО ""ИНКОМ""",6654010551
"МАУ ""ТЕЛЕРАДИОКОМПАНИЯ  БИРЮЧ""",3111006010
"ГБУ НАО ""НЕНЕЦКАЯ ТРК""",2983005616
"МАУ ""ИЦ ""ЧЕРЕМХОВО""",3820007520
"МАУ ""КНЯГИНИНСКИЙ РИЦ""",5217004070
"ООО ТРК ""РУССКОЕ РАДИО КОМСОМОЛЬСК""",2703092834
"ООО ""РАЙОННЫЕ ВЕСТИ ТАЦИНСКОГО РАЙОНА""",6134012802
"ООО ""ЛАДА-МЕДИА""",6321313430
"ООО ""КЛЕН""",4205109535
"ООО ""ДАТТ-СТИЛЬ""",1655301890
"ООО ""РЖД ТВ""",7701371574
"ООО ""ТЕЛЕКОМПАНИЯ ШАНТ""",7721703531
"ООО ""РК МЕДИА""",4401148185
"ООО ""АРТВИС-МЕДИА""",7627019317
ООО СТВ,0317002737
"МУ ""ИА ""ГОРОД""",2801038401
"ООО ""ТА РУССКИЙ РЕПОРТАЖ""",7714851930
"ООО ""ЮНИКОМ""",4205329690
"ООО  ""НАВИГАТОР ПЛЮС""",5035042191
"ООО МЦ ""НАДЕЖДА""",7126503125
"ООО ""ПЭМКО""",6617024228
"ООО ""Р-РЕТРО""",3702745271
"ООО ""ТРИ А""",3124008128
"ООО "" МГЭ""",5254026876
"АО ""СИГНАЛ""",3122004167
"ООО ПРЕДПРИЯТИЕ ""АРГУС""",3662017386
"ООО ""ИНТЕР-ШОУ""",6027078870
"ООО ТРК ""УРАЛКУЗ ТВ""",7415083470
"ООО ""СЕВЕРНЫЙ ВЕТЕР""",1435129530
"ООО ""МЦ ""ОРИОН""",1901066810
"ООО ""БЕТА""",5981005768
"ООО ""СТВ""",5919007146
"МП ""ТЕЛЕРАДИОКОМПАНИЯ ""ДИАЛОГ"" УКМО",3818004963
"МАУ АСГО  ""ГТРК""",4246026077
"ООО ""НОВАЯ ВОЛНА""",5802009945
"МАУ ""ДОМ МОЛОДЕЖИ""",2706008767
"ООО ""ДОРИМИ""",4401150145
"ООО ""МЕДИКОМ""",5532007694
"ООО РАДИО "" НА ВОСТОКЕ """,3902006158
"ООО ""РАДИО КАВКАЗ ХИТ""",6165147542
"ООО ""РАДИО КАМЧАТКА""",4100008579
"ООО ""ЗА ОБЛАКАМИ ТЮМЕНЬ""",7204146226
МАУ УЧАЛИНСКАЯ ТЕЛЕРАДИОСТУДИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ГОРОД УЧАЛЫ МР УЧАЛИНСКИЙ РАЙОН РБ,0270011123
"ООО ""РЕТРО-НОВОСИБИРСК""",5406297369
"ООО ""ПЕРВОЕ РЕГИОНАЛЬНОЕ РАДИО-АРЗАМАС""",5243028085
"ООО ""АЛАТЫРЬ-ТВ""",2122004581
"ООО ""РАДИУС""",2511080680
"ООО ""МЕДИА ПРОЕКТ""",6229070626
"ООО ""РС""",5918840002
"ЮКО ""УСТЬ-БЕЛОКАЛИТВИНСКИЙ КАЗАЧИЙ ЮРТ"" ОКО ДОНЕЦКОГО ОКРУГА ВКО ВВД",6142016536
"МАУ ""РЕДАКЦИЯ ГАЗЕТЫ ""ПРИЗЫВ""",5009091280
"ООО ""ТДД""",5007081417
"ООО ""АПЕКС-РЕГИОН""",4217198610
"ООО ""РАДИОСЕТЬ ""ОРР""",7709466130
"ООО ""ПОЗИТИВ""",5043045661
"ООО ""РАДИО-РЕГИОН""",3123061866
"ООО ""СТРОЙТОРГ""",2106007200
"ООО ""ОЧАГ""",6684013398
"ООО ""СИБИРЬ-ТВ""",4205288651
"ООО ""ДИДЖИТАЛ МЕДИА""",7722839119
"ООО ""М.А.Г.""",6167125368
"ООО ПЦ ""МЕДИАПОЛИС КАЛУГА""",4401149622
"ООО ""ОТКРЫТОЕ РАДИО-ТВЕРЬ""",6905064178
"МУПСИСМИ ""ИНФО-СПУТНИК""",5114020024
"ООО ""АЛЬКОМ""",1628008099
"ОАО ""РТР""",8622014645
"ГБУ НСО ""ОТС""",5404090182
"ООО ""РБС-МЕДИА""",2315126138
"ООО ""МЕДИАЛИДЕР 21""",2130134312
"ООО ""КАМЫШИН-ФМ""",3436112540
"ООО ""ФОРЕСТ-МЕДИА""",2454019976
"ООО ""ЕВРОПА ПЛЮС СЕРОВ""",6632020838
"МАУ ""РОСЛАВЛЬСКАЯ ТЕЛЕРАДИОКОМПАНИЯ""",6725013022
"ООО ""РКТ""",5919997454
"ООО  ""А 42""",4205151382
"ООО ""МЕДИА-ФОРМАТ""",5077023634
"ООО ""ПУШКИНО-ИНФОРМ""",5038049036
"ООО ""СПЕКТР""",6632031893
"ООО ""СТРАТЕГИЯ ПЛЮС""",7901526634
"ООО ""РАДИО БУГУЛЬМА""",1645008927
"МБУ ""ГТРК ""ВЕКТОР""",8911015486
"АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""",7721632827
"АО ""ИРК ""ПРИНТ-ТВ""",5702005055
"ООО ""ФОРУМ""",2321012587
"ООО ""РЕКЛАМА ХАКАСИИ""",1901068214
"АО ""ХИМКИ-СМИ""",5047065919
"ООО ""МЕДИА-ПАРТНЕР""",3702552488
"ООО ""РА ""САМАРОВО""",8601026872
"ООО ""АЛЬФА""",5981005704
"ООО ""ИСТРАНЕТ""",5017050577
"МАУ ""ЕСН"" ЕМР РТ",1646024752
"ООО ""ММР""",7709901199
"ООО ""РУСЛАН""",0547009582
"ООО ""ДОЖДЬ""",5753036774
"ООО ""ОНЕГО-ТВ""",1015003327
"МУ ""РЕДАКЦИЯ РАДИО ""ПРИВОЛЖСКАЯ ВОЛНА""",3719009505
"ООО ""ЕВРОПА""",2325007210
"ООО ""КАДР""",6683004834
"ООО ""ИМПЕРИЯ""",6628014937
"ООО ""КР-МЕДИА""",5019022102
"ООО ""ТЕЛЕКОМ ЛТД""",2119003877
"ООО ""ТЕЛЕКОМПАНИЯ АТВ""",0323372366
"ООО ""РАДИОСТАНЦИЯ ДЕРБЕНТ""",0542030809
"ООО ""РЕК-ВИЗИТ""",8602254279
"ООО ""ЕВРОШОП""",7705895120
"ООО ""ПЕРВОЕ РЕГИОНАЛЬНОЕ РАДИО""",7325058454
"АО ""СЕВЕРСВЯЗЬ""",8620016950
"ОАО ""ЕВРОПА ПЛЮС. УФА""",0274102170
"ООО ""ЛМ""",6619016487
"МАУ ""ПРЕСС-ЦЕНТР Г. КАЛТАН""",4222006392
"АО ""М1"", АО ""МЬЮЗИК ОДИН""",7734548227
"ООО ""ВЕЛЬ-СВЯЗЬ""",2907015161
"ООО ""ПРАЙД-МЕДИА""",3122508051
"ООО ""ЗМГ""",7536084728
"ООО ""НИК""",7814304755
"МАУ ""МЕДИАЦЕНТР ""МОСТ"" ГОРОДЕЦКОГО МУНИЦИПАЛЬНОГО ОКРУГА""",5248007770
"МБУ ""ИНФОРМАЦИОННО-ПРОСВЕТИТЕЛЬСКИЙ ЦЕНТР ""ХАБАРОВСКАЯ СТУДИЯ ТЕЛЕВИДЕНИЯ""",2724145124
"ООО ""РАДИО ЮЖНЫЙ РЕГИОН""",6167032755
"ООО ""СКАЙ МЕДИА ЦЕНТР""",1402015030
"АО ""РАДИО КАТЮША""",7813086286
,1831163743
"ООО ""МОСТ-ТВ""",6625048293
"ООО ""РК ""НИКА-МЕДИА""",4028043509
МАУ РДК,5429108201
"ГБУ ""ЧГТРК ""ГРОЗНЫЙ""",2014023940
"ООО ""МЕДИА ТВ СЕВАСТОПОЛЬ""",9201002452
"ООО ""АБРИС-ДОБРЯНКА""",5914023930
"ООО ""РЕГИОН - МЕДИА""",4025424760
"ООО ""МАСТЕР - МЕДИА""",4025424753
"ООО ""АЛЬЯНС - МЕДИА""",4025424721
"ООО ""РТК-ВКС""",8903024085
"ООО ""ТРК ""БРТ""",9101000758
"ООО ""РАДИО ПРИМА""",4401026444
"ООО ""АПРЕЛЬ""",3328447860
"ООО ""БЕКАС""",2301075356
"АНО РЕДАКЦИЯ РАДИОКАНАЛА ""АРХЫЗСКИЙ ЛИК""",0917971317
"ГАУ ""ТРК ""ПУТЬ"" ИМ. А. КАДЫРОВА""",2005008141
"ООО ""ВАШЕ РАДИО""",2801094004
"ООО ""ТЕЛЕКОМ ТВ""",1216022633
"ООО ""ИНСИТ-ТЕЛЕКОМ""",7411058909
"МКУДО ""ДШИ УМР""",0912003601
"ООО ""ТРИТОН ПМ""",3905022052
"ООО ""МЕДИА СЕРВИС""",5836662888
"АО ""ЦТВ""",7714903667
"ООО ""Р178""",7801638013
"ООО ""ФОРТ""",5614019771
"АО ""ПЕРВЫЙ КАНАЛ. ВСЕМИРНАЯ СЕТЬ""",7717029599
"ООО ""ЖАРА ТВ""",7717593759
,7736530151
"ОАО ""НАУКА""",7714823531
"АО ""ЕВК""",7713297660
"МАУ ""МЕДИА-ГРУППА ""АНАПА""",2301114365
"ООО ""МЕДИА-ИНФОРМ""",6440019290
"ООО ""ШЕСТОЙ КАНАЛ""",3327106064
"ООО ""ТЮМЕНЬСВЯЗЬИНФОРМ""",7204085453
"ООО ""АПГРЕЙД""",1901045129
"ООО ""МЕГАПОЛИС""",8603205980
"ООО ""АКЦЕПТ"" (ТЕЛЕВИЗИОННЫЙ КАНАЛ РЕН ТВ)",7704241848
"ООО ""РАДИО МЕГАПОЛИС""",6311154195
"ООО ""МАСМЕДИА ГРУП""",5254029958
"АО ""ЕВРОПА ПЛЮС САНКТ-ПЕТЕРБУРГ""",7825333589
"ФКУ ""ОБЪЕДИНЕННАЯ РЕДАКЦИЯ МВД РОССИИ""",7713081076
"ООО ""АЛЬТ""",7106028249
"ООО ""СЕМЬ ПРЕСС""",3605007166
"ООО ""ПРОМЕДИА""",9102028594
"АНО ""ТРК ""КРЫМ""",9102020940
"ООО ""ВЭЙВ""",9102007851
"ООО ""ПОЛУОСТРОВ КРЫМ""",9102157889
"ООО ""АССОЛЬ""",9102156500
"ООО ""ГРАНД МЕДИА""",9102066060
"ООО ""НИКА МЕДИА""",9102065412
"ООО ""ШАНСОН ТВ""",7706815713
"ООО ""НАСТОЯЩЕЕ РАДИО""",6827019182
"ООО ""МС-1""",1835077453
"ООО ""СТУДИЯ ""ОРАНЖЕВОЕ РАДИО""",4825045105
"ГАУ РИ ""НТРК ""МАГАС""",0608017209
"ООО ""СЛОГАН""",5262073735
"ООО ""ТВ БЛИК""",0258012787
"ООО ""ПРЕССЦЕНТР""",2222819901
"ООО ""АМУРСК ФМ""",2703051940
"ООО  ""МЕЙНСТРИМ""",2225152246
"ООО  ""СИГНАЛ""",2904020357
"ООО ""ЭРА""",0544002684
"ООО ""ТЕРРА-ТВ""",1644066838
"ООО ""СФЕРА""",2222803002
"ООО ""КРАСТЕЛ""",2452041302
"ООО ""СТАЙЛ-МЕДИА""",8610014633
"ООО ""ГАЗПРОМ ДОБЫЧА АСТРАХАНЬ""",3006006420
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ СУПЕРНОВА""",8605012824
"ООО ""МОБИЛ СИТИ""",1001099065
"ООО ""РАДИО СИТИ САХАЛИН""",6501183758
"ООО ""ТРК ""АВС""",2308025347
"ООО ""КТК""",2420069979
"ООО ""101 И К""",7705012512
"ООО ""НРК""",5803019544
"ООО ""РУССКОЕ РАДИО-ВЕЛИКИЙ НОВГОРОД""",5321080416
"ООО ""РАДИО-ЦЕНТР""",2320090007
"ООО ""ЕВРО-ЛЮКС""",1326140559
"АО ""РАДИО РОКС-ВОЛГОГРАД""",3444042463
"ООО ""НУР РАДИО""",1632012080
"ООО ""ВЕС-МЕДИА""",3661051384
"ООО ""НТС""",9201003135
"ООО ""РЕАЛ-МЕДИА""",5911997011
"ООО ""ВЕГА-ИНТЕРНЕТ""",7423018788
"ООО ""ТВОРЧЕСКОЕ МИНИСТЕРСТВО""",5008054430
"ООО ""НОТИКАЛ МЕДИА""",7720747529
"КБУ ИД ""РЕГИОН""",2225084356
"ООО ""КОВРОВ ФМ""",3327829433
"МАУ ""ИАВ""",3444265100
"МИА ""РОССИЯ СЕГОДНЯ""",7704853840
"ООО ""ГОРОД""",4101141502
"АО ""АКТВ""",4341017058
"ООО ""ЗНАМЯ""",6911021542
"ООО ""СПУТНИК-СЕВЕР""",0259013335
"ООО ""МАКАРОВ И ДРУЗЬЯ""",3307011015
"ООО ""МЕДИА-ГРУППА РЕГИОН""",2364002375
"ООО ""ПРОМЕДИА""",1644029642
"ООО ""ДОРОЖНОЕ РАДИО-НОВОСИБИРСК""",5405340734
"ООО ""ЖАРА ФМ""",7714078848
"АУ ТРК ""ОСИННИКИ""",4222000658
"ООО ""ДАЛЬ""",5453000576
"ООО ""РАДИО АЛЬЯНС""",6143053770
"ООО ""АЛЬТАИР-МЕДИА""",1655082870
"ООО ""ИНХОЛД""",2543019632
"ООО ""ММГ""",1701038357
"ООО ""РАДИО 91,5""",7604171805
"ООО ""РАДИО 99,2""",7604171837
"ООО ""РАДИО ПЛЮС""",3128096848
"ООО ""ТВ-КАМСК""",1651054336
"ТА "" РЕКТАЙМ "" ( ООО )",2301052408
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ""САН-ФУЭТО""",9108007223
"ООО ""СТУДИЯ ""ЯЛТА ТВ""",9103005085
"ООО ""МТРК ""КРАСНОДАР""",2308222063
"ООО ""КВАНТ""",5014001684
"ООО ""ВИКО-РАДИО""",6323007452
"ООО ""РАДИО ДЖЕЙ""",2454014512
"ООО ""СЮРПРИЗ""",6625053938
"ООО ""РУБИКОН""",6603007350
"ООО ""ДАЛЬ ТВ""",2725014646
"ООО ""ФОРТУНА-ТВ""",1650176324
МБУ ПРИОЗЕРСКАЯ ТРК,4704112710
"ООО ""ДЕЛЬТА""",5981005736
"ООО ""ЦИНТ ""ВЕРТИКАЛЬ""",8602214396
"ООО ""ОДАК ГРУПП""",7720527668
"ООО ""ИНФО-ПРОЕКТ""",7022016409
"ООО ТРК ""ИНТЕГРАЛ""",6916013305
"ООО ""МЕДИА ТВ""",7445045859
"АО ""ТВ ЦЕНТР""",7717091519
"ООО ""ЧИКОЙ-МЕДИА""",7509005100
"ООО ""АЛМАЗ""",2203009443
"ООО ""ФИРМА ""ТЕЛЕ-СЕРВИС""",5032007840
"ООО ""КОРАЛЛ""",6833013020
"ООО ""НИКА""",2921007275
"ООО ""РУССКОЕ РАДИО-ОБНИНСК""",4025055369
"ООО ""ИНКО""",1901110480
"ООО ""ТЕЛЕСЕРВИС""",5013053231
"ФГАОУ ВО ""КАЗАНСКИЙ (ПРИВОЛЖСКИЙ) ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ФГАОУ ВО КФУ, КФУ, КАЗАНСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, КАЗАНСКИЙ УНИВЕРСИТЕТ, КАЗАНСКИЙ (ПРИВОЛЖСКИЙ) ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ",1655018018
"ООО ""РЕДАКЦИЯ ТЕЛЕПРОГРАММЫ ""СЛАВЯНСКИЙ ФАРВАТЕР""",2531010353
"ООО ""ЛИРА""",6633010448
"ООО ""СЕВЕРНЫЙ ПРОФЕССИОНАЛЬНЫЙ ЦЕНТР""",6680001296
"ООО ""ТЕЛЕКАНАЛ ""КАБЕЛЬНОЕ ТЕЛЕВИДЕНИЕ РЯЗАНИ""",6229075568
"ООО ""РЕДАКЦИЯ СМИ РАДИО-103""",6165007680
"ООО ""ТРК ""ТНВ""",5190308030
"ООО ""ФМ-НАВИГАТОР""",6950205800
"ООО ""ТЕЛЕКОМПАНИЯ ""ПРИАЗОВСКИЙ ОПТИМАЛИСТ""",6123003154
"ООО ""РБК-УФА""",0274903759
"ООО ""ОВЕРСАН-РАДИО""",6163078727
"МУП ""МТРК""",2349019663
"ООО ""ХОРОШЕЕ РАДИО""",7329017096
"ООО ""КОМПАНИЯ ""Е+Е""",6671007894
"АО ""ОМСКИЕ МЕДИА""",5501047601
"ФОНД ""РПМ ""ГРАД ПЕТРОВ""",7801121257
"ООО ""МЕТРО""",1101112802
"ООО ""КИРЖАЧИНФОРМСЕРВИС""",3316008097
"ООО ""104,5""",5262219335
"ООО ""РУССКОЕ РАДИО - КРАСНОЯРСК""",2463049342
"ООО ""КТВ""",2905006806
"ООО ""ИЛГО-НН""",5262218885
ЕВРОПА МЕДИА ООО,4217064462
"МАУ СЕРПУХОВСКОЕ ИНФОРМАЦИОННОЕ АГЕНТСТВО""",5043058773
"ООО ""ПРОСПЕКТ ПРАЙМ""",2634078138
"ООО ""КРК""",5022092893
"ООО ""СМС""",6914017801
"ООО""ЛЭФ-1""",1650070462
"ООО ""АВТОРАДИО FM""",0265026477
"ООО ""ЮЖНОЕ РАДИО""",2310184898
"ООО ""ЭЛЬДОРАДО""",6831014839
"ООО ""РАДИО-161""",6164019139
"НВК ""САХА""",1435044340
"ООО ИТРК ""ВИКТОРИЯ""",3620014070
"ООО ""РАДИОКОМПАНИЯ ""ПРОВИНЦИЯ""""",5640021135
"ООО ""НЕБО ПЛЮС""",7725272149
"АНО ""ОКТРК""",9102190660
"ООО ТРК ""СУПЕР-МЕДИА""",2450024990
"ООО ""КВК""",2466064959
"ООО ""ОРБИТА - 7""",1435116965
"АО ""РАДИО ГЕРМЕС""",7202017698
"ООО ИПО ""ЛОГОС""",4441002834
"ООО ""СОЛЬ-ИЛЕЦКАЯ МЕДИА ГРУППА""",5646032856
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ""555""",9101001335
"ООО ""СОВРЕМЕННОЕ ТЕЛЕВИДЕНИЕ""",7839504883
"ООО ""РАДИО 100,4""",7604171869
"ООО ""ОКТЯБРЬ""",0274193361
"ООО ""АРИКОН""",5107912961
"АО ""СТУДИЯ ""ГУБЕРНИЯ""",3666182655
"ООО ""ВОЛНА""",1513053151
"ООО ""ИНФОРМАЦИОННЫЙ ЦЕНТР ТЕЛЕРАДИОВЕЩАНИЯ ""ИНФОРМЦЕНТР""",9103007886
"ООО ""М1""",7726512925
"ООО ""ЕВРОТОП""",5451105301
"ООО ""ДОРОГОБУЖТЕЛЕКОМ""",6704009875
"ООО ИА ""КУРСКИНФОРМ""",4632041538
"ООО ""ТПО РЕД МЕДИА""",7701663721
"ООО ""МЕДИА ДОМ""",1326231823
"ООО ""ЕВРОПА ПЛЮС ПЕРМЬ""",5902111100
"ООО ""МАКС - МЕДИА""",2335064659
"ООО ""АРТЕЛЬ-1""",6829113470
"ООО ""ФИНАНСОВАЯ ТЕХНОЛОГИЯ""",5049013271
"ООО ""ЦИФРОГРАД""",7302038130
"ООО ""Н-РАДИО""",5259026453
"ООО ""ГАЛС ТВ""",7725275206
"ФОНД ""БЛАГО""",5070013820
"ООО ""КОНТАКТ-ИНВЕСТ""",7704246317
"АО ""ИД ""КОМСОМОЛЬСКАЯ ПРАВДА""",7714037217
,6658109960
"ООО ""УЮТНЫЙ ДОМ""",5229007608
"МКУ""СЕМИС""",2434001258
"ООО ""ТАЙМС""",5753029248
"ООО ""ИВМЕДИА""",3702577228
"ООО ""ТАЛКАС""",0274104731
"ООО ""МЕГА ТВ""",8605022357
"ООО ""ЧОП ""ПАНДШЕР-ЧЕРЫ""",2127315446
"ООО ""ТВ+""",7206026982
"ООО ""ТВК""",7007002112
"ООО  ""ЮГ-ЦТ""",2634073130
"ООО ""МЕДИАХОЛДИНГ ПИРАМИДА""",2456014370
"ООО ""ЮНИМАКС""",3666028484
"ООО ""РА ""МЕДИА СОЮЗ""",6454086176
"ООО ""СИНЕМА""",3816014758
"ООО ""МЕДИА-РЕГИОН""",8603208814
"ООО ""НАУКОГРАД""",3702103919
"ООО ""РАДИО ""КАПИТАН""",6730050083
"МАУ ГИЦ ""ПОКРОВ-МЕДИА""",3321017770
"ООО РИА ""ТЕЛЕМИКС""",2511129880
"ООО  ""МАТРИКСМЕДИА""",6142021430
"ООО ""Е ТВ""",7714353928
"ООО ""НАНО""",7725290885
"ООО ""ЛАКШЕРИ""",7725290902
"ООО ""ЭХО ТУЛЫ""",7103032600
"ООО ""ПРИТОК""",7107038987
"ООО ""ИРБИТ ФМ""",6611012949
"ООО ""ПРАЙМ""",7325124234
"ООО ""ВВТ""",6908014626
"ООО ""ТРОЙКА ТВ""",7708722750
"ООО ""ЕВРОТРАСТ""",7444019574
"ООО ""ТЕЛЕКОМПАНИЯ ВТВ""",6143016803
"ООО ""ТНР""",2315215557
"ООО ""САТКОМ""",2801060020
"ООО ""АРМАДА""",4345087137
"ООО ""ПОЗИТИВ""",5022556062
"ООО ""РА КАМА-ФМ""",5902159912
"ООО ""ТВ-КОНТАКТ""",1006011561
"ООО ""КМ ГРУПП""",0276146134
"ООО ""ТРК ""МВ ДИАПАЗОН""",5307005897
"ООО ""МЕДИА СИСТЕМА""",6450065351
"ООО ""ДИАПАЗОН""",7116035990
"ООО ""РЕГИОНАЛЬНОЕ РАДИО""",7302035073
"ООО ""РАДИО КАН""",0268096458
"ОАУ ""ТРК ""МИР БЕЛОГОРЬЯ""",3123110859
"ООО ""СИГМАТРАНС""",5602021720
"ООО ""РЕПОРТЕР 73""",7325140155
"ООО ""АНТЕННА""",3703002536
"ООО РИА ""ВЛАДИМИР-РЕГИОН""",3302019927
"ООО ""ФИРМА ""СОЮЗ""",7444004810
"ООО ""СТОЛИЦА ПЛЮС""",7407010132
"ООО ""ТТО ""АМИК""",7713598080
"ООО ""НСТ""",7726341892
"ЗАО ""ТРК  ""ЕВРОПА ПЛЮС САХАЛИН""",6501073730
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ""ГУБЕРНИЯ-33""",3329076351
"ООО ""АЛЬМА МАТЕР""",7743753039
"ООО ""МИКС РАДИО""",3456002360
"ООО ""ЮТРК""",4230026378
"ГАУ С ""СЕВАСТОПОЛЬСКАЯ ТРК""",9204552077
"ООО ""РАДИО ДВАДЦАТЬ ДВА""",2225162981
"ООО "" 11 - КАНАЛ """,6626011546
"ООО ТЕЛЕСТАНЦИЯ ""НКМ""",1001020058
"ООО ""ТРАП И К°""",6658334892
"ООО ""МИНИСТЕРСТВО ИДЕЙ""",6658453314
"ООО ""МЕДИА-МАРКЕТ""",0268028095
"ООО ""ОРЕХОВО-АВТОЦЕНТР""",5034088080
"ООО ""ТЕЛЕРАДИОКОМПАНИЯ ""АРИГ УС""",0326550761
"ООО ""МГЛР""",1831163824
"ООО ""ИМИДЖ""",2632056210
"ООО ""ТРК ""33 КАНАЛ""",2703022555
"ООО ""ДИАЛОГ""",4025076665
"ООО ""ДИВО""",6143053795
"ООО ""ТЕЛЕКОМПАНИЯ ""ЛУЧ""",1644005680
"ООО ""РАДИО ПЛЮС НОВГОРОД""",5321056893
"ООО ""НПО ""ЦОДИТ""",5903090477
"ООО ""АР ""МЕДВЕДЬ""",1901058583
"ООО  ""ПОЗИТИВ""",4345218076
"ООО ""МЕДИА ХОЛДИНГ""",1838018022
"ООО ""ВОСТОК-ТВ""",2508039435
"ООО ""СТАР ТРЕЙД""",8602186773
"ООО ""ПУЛЬС-РАДИО""",1215161666
"ООО ""МЕДИАСЕРВИС""",3202010737
"ООО ""ДАНЦЕР""",8603026839
"ООО ""НТРК""",7445015621
"ООО  ""СТРОЙНЕФТЬПРОДУКТ""",5045020937
МБУК ТЕЛЕРЕДАКЦИЯ ЭФИР-Т ТАШТАГОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,4252002684
ТРК ЭКСПРЕСС,3911008049
"ООО ""ТЕЛЕКОМПАНИЯ ""ТВ- КОМСЕТ""",5045035073
"АНО ""ИИЦ ""СЕЛЬСКИЙ ВЕСТНИК""",7220503860
"АНО ""ИИЦ ""ПРИЗЫВ""",7227261730
"АНО ""ИИЦ ""ТРУДОВОЕ ЗНАМЯ""",7221003115
"АНО ""ИИЦ ""НАША ЖИЗНЬ""",7218004969
"АНО ""ИИЦ ""ЗНАМЯ ПРАВДЫ""",7226001087
"АНО ""ИИЦ"" НОВАЯ ЖИЗНЬ""",7211004938
"АНО ""ИИЦ ""ГОЛЫШМАНОВСКИЙ ВЕСТНИК""",7214007373
"АНО ""ИИЦ ""КРАСНАЯ ЗВЕЗДА""",7213000696
"АНО ""ИИЦ ""СЛАВА ТРУДУ""",7210110066
"АНО ""ИИЦ ""ЗНАМЯ ТРУДА""",7222017914
"ООО ""ХАМЕЛЕОН""",2624800844
"АНО ""ИИЦ ""СЕЛЬСКАЯ НОВЬ""",7208000940
"ООО ""СПЕКТР МЕДИА""",6144020834
"ООО ""СТУДИЯ - ТВ""",4824023290
